dataset,category,image_path,canonical_image_path,true_defect_type,pred_defect_type,top2_defect_types,top1_correct,top2_correct,defect_family,object_type,material_or_surface,candidate_bbox,candidate_anomaly_score,candidate_gt_iou,candidate_gt_f1,visual_evidence,visual_attributes,manufacturing_processes,possible_causes,inspection_focus,clip_confidence_margin,explanation
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/012.png,datasets/MVTecAD/screw/test/scratch_head/012.png,scratch_head,scratch_head,scratch_head|thread_side,True,True,scratch,small metal fastener,metal object with thread and head structure,"(28, 138)-(53, 161)","mean=0.9196, max=1.0000",0.0,0.0,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.007794886827468872,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (28, 138)-(53, 161), with area 483. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/013.png,datasets/MVTecAD/screw/test/scratch_head/013.png,scratch_head,scratch_head,scratch_head|scratch_neck,True,True,scratch,small metal fastener,metal object with thread and head structure,"(63, 182)-(85, 203)","mean=0.9210, max=1.0000",0.308483,0.471513,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.015133529901504517,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (63, 182)-(85, 203), with area 389. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/014.png,datasets/MVTecAD/screw/test/scratch_head/014.png,scratch_head,thread_side,thread_side|scratch_head,False,True,deformation,small metal fastener,metal object with thread and head structure,"(10, 77)-(32, 106)","mean=0.9209, max=1.0000",0.286885,0.44586,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.00471121072769165,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (10, 77)-(32, 106), with area 479. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/015.png,datasets/MVTecAD/screw/test/scratch_head/015.png,scratch_head,scratch_head,scratch_head|scratch_neck,True,True,scratch,small metal fastener,metal object with thread and head structure,"(81, 10)-(106, 33)","mean=0.9205, max=1.0000",0.438559,0.60972,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.00478214025497431,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (81, 10)-(106, 33), with area 457. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/016.png,datasets/MVTecAD/screw/test/scratch_head/016.png,scratch_head,scratch_head,scratch_head|thread_side,True,True,scratch,small metal fastener,metal object with thread and head structure,"(195, 122)-(214, 141)","mean=0.9197, max=1.0000",0.344023,0.511931,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.007949054241180475,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (195, 122)-(214, 141), with area 330. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/017.png,datasets/MVTecAD/screw/test/scratch_head/017.png,scratch_head,scratch_head,scratch_head|thread_side,True,True,scratch,small metal fastener,metal object with thread and head structure,"(84, 10)-(111, 32)","mean=0.9307, max=1.0000",0.238095,0.384615,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.0050264000892639715,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (84, 10)-(111, 32), with area 520. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/018.png,datasets/MVTecAD/screw/test/scratch_head/018.png,scratch_head,scratch_head,scratch_head|scratch_neck,True,True,scratch,small metal fastener,metal object with thread and head structure,"(104, 197)-(120, 219)","mean=0.9158, max=1.0000",0.329975,0.496212,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.006434917449951227,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (104, 197)-(120, 219), with area 290. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/019.png,datasets/MVTecAD/screw/test/scratch_head/019.png,scratch_head,scratch_head,scratch_head|scratch_neck,True,True,scratch,small metal fastener,metal object with thread and head structure,"(55, 144)-(92, 191)","mean=0.9156, max=1.0000",0.091291,0.167308,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.004213392734527643,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (55, 144)-(92, 191), with area 871. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/020.png,datasets/MVTecAD/screw/test/scratch_head/020.png,scratch_head,thread_side,thread_side|scratch_neck,False,False,deformation,small metal fastener,metal object with thread and head structure,"(11, 95)-(35, 116)","mean=0.9193, max=1.0000",0.156504,0.27065,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.005494654178619385,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (11, 95)-(35, 116), with area 416. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/021.png,datasets/MVTecAD/screw/test/scratch_head/021.png,scratch_head,thread_top,thread_top|thread_side,False,False,deformation,small metal fastener,metal object with thread and head structure,"(177, 16)-(200, 44)","mean=0.9209, max=1.0000",0.0,0.0,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.0038712173700333197,"The image is predicted as defect type `thread_top` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (177, 16)-(200, 44), with area 539. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/022.png,datasets/MVTecAD/screw/test/scratch_head/022.png,scratch_head,thread_side,thread_side|manipulated_front,False,False,deformation,small metal fastener,metal object with thread and head structure,"(0, 86)-(25, 111)","mean=0.9145, max=1.0000",0.129787,0.229755,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.001389384269714411,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (0, 86)-(25, 111), with area 444. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_head/023.png,datasets/MVTecAD/screw/test/scratch_head/023.png,scratch_head,scratch_head,scratch_head|scratch_neck,True,True,scratch,small metal fastener,metal object with thread and head structure,"(57, 174)-(84, 201)","mean=0.9244, max=1.0000",0.208481,0.345029,thin line-like surface damage or abrasion around the highlighted anomaly crop,"thin, linear, surface damage, high local contrast","metal forming, threading, surface treatment, mechanical handling","friction, handling damage, transportation damage, surface processing defect","thread damage, scratch on head, neck defect, small structural defect",0.009806931018829401,"The image is predicted as defect type `scratch_head` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes thin line-like surface damage or abrasion around the highlighted anomaly crop; related attributes are thin, linear, surface damage, high local contrast. According to the anomaly localization result, the top PatchCore candidate region is located at (57, 174)-(84, 201), with area 532. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include friction, handling damage, transportation damage, surface processing defect. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/000.png,datasets/MVTecAD/screw/test/scratch_neck/000.png,scratch_neck,thread_side,thread_side|scratch_neck,False,True,deformation,small metal fastener,metal object with thread and head structure,"(43, 78)-(79, 108)","mean=0.9104, max=1.0000",0.319188,0.483916,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.004780858755111694,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (43, 78)-(79, 108), with area 537. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/001.png,datasets/MVTecAD/screw/test/scratch_neck/001.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(66, 84)-(87, 103)","mean=0.9226, max=1.0000",0.721757,0.838396,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.008036434650421198,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (66, 84)-(87, 103), with area 360. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/002.png,datasets/MVTecAD/screw/test/scratch_neck/002.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(79, 99)-(112, 124)","mean=0.9183, max=1.0000",0.359223,0.528571,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.011388778686523438,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (79, 99)-(112, 124), with area 515. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/003.png,datasets/MVTecAD/screw/test/scratch_neck/003.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(97, 61)-(111, 78)","mean=0.9243, max=1.0000",0.473485,0.642674,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.006901800632476807,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (97, 61)-(111, 78), with area 229. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/004.png,datasets/MVTecAD/screw/test/scratch_neck/004.png,scratch_neck,thread_side,thread_side|scratch_head,False,False,deformation,small metal fastener,metal object with thread and head structure,"(143, 104)-(165, 121)","mean=0.9258, max=1.0000",0.458333,0.628571,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.005532503128051702,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (143, 104)-(165, 121), with area 319. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/005.png,datasets/MVTecAD/screw/test/scratch_neck/005.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(125, 121)-(157, 147)","mean=0.8755, max=0.9064",0.126437,0.22449,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.009005218744277899,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (125, 121)-(157, 147), with area 356. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/006.png,datasets/MVTecAD/screw/test/scratch_neck/006.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(104, 137)-(119, 162)","mean=0.9197, max=1.0000",0.243513,0.391653,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.007140517234802302,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (104, 137)-(119, 162), with area 327. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/007.png,datasets/MVTecAD/screw/test/scratch_neck/007.png,scratch_neck,thread_side,thread_side|scratch_head,False,False,deformation,small metal fastener,metal object with thread and head structure,"(104, 148)-(119, 167)","mean=0.9229, max=1.0000",0.596296,0.7471,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.007467895746231024,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (104, 148)-(119, 167), with area 241. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/008.png,datasets/MVTecAD/screw/test/scratch_neck/008.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(61, 109)-(79, 123)","mean=0.9209, max=1.0000",0.589506,0.741748,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.007427185773849487,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (61, 109)-(79, 123), with area 231. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/009.png,datasets/MVTecAD/screw/test/scratch_neck/009.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(67, 108)-(84, 122)","mean=0.9188, max=1.0000",0.6,0.75,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.00987187027931219,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (67, 108)-(84, 122), with area 190. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/010.png,datasets/MVTecAD/screw/test/scratch_neck/010.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(90, 87)-(111, 105)","mean=0.9238, max=1.0000",0.548913,0.708772,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.011042773723602295,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (90, 87)-(111, 105), with area 282. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/011.png,datasets/MVTecAD/screw/test/scratch_neck/011.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(106, 77)-(125, 102)","mean=0.9151, max=1.0000",0.305638,0.468182,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.00938570499420166,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (106, 77)-(125, 102), with area 337. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/012.png,datasets/MVTecAD/screw/test/scratch_neck/012.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(83, 98)-(106, 119)","mean=0.9161, max=1.0000",0.588542,0.740984,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.010899215936660767,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (83, 98)-(106, 119), with area 384. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
MVTecAD,screw,datasets/MVTecAD/screw/test/scratch_neck/013.png,datasets/MVTecAD/screw/test/scratch_neck/013.png,scratch_neck,thread_side,thread_side|thread_top,False,False,deformation,small metal fastener,metal object with thread and head structure,"(142, 108)-(162, 123)","mean=0.9207, max=1.0000",0.384384,0.555315,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","metal forming, threading, surface treatment, mechanical handling","assembly error, mechanical stress, pressing defect, handling damage","thread damage, scratch on head, neck defect, small structural defect",0.00903657078742981,"The image is predicted as defect type `thread_side` on category `screw`. The product is described as a small metal fastener with metal object with thread and head structure. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (142, 108)-(162, 123), with area 262. Relevant manufacturing or inspection stages include metal forming, threading, surface treatment, mechanical handling. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes thread damage, scratch on head, neck defect, small structural defect."
